,Player,Actual,Adjusted,Year
11922,Otto Porter,"$5,893,981","$7,246,145",2017
11923,Nikola Mirotic,"$5,782,450","$7,109,027",2017
11924,Shaun Livingston,"$5,782,450","$7,109,027",2017
11925,Josh McRoberts,"$5,782,450","$7,109,027",2017
11926,Spencer Hawes,"$5,782,450","$7,109,027",2017
11927,Brandan Wright,"$5,709,880","$7,019,808",2017
11928,Tim Duncan,"$5,643,750","$6,938,507",2017
11929,Boban Marjanovic,"$5,628,000","$6,919,144",2017
11930,Wesley Johnson,"$5,628,000","$6,919,144",2017
11931,Tyler Johnson,"$5,628,000","$6,919,144",2017
11932,Jared Sullinger,"$5,628,000","$6,919,144",2017
11933,Brandon Jennings,"$5,587,318","$6,869,128",2017
11934,Nick Young,"$5,443,918","$6,692,831",2017
11935,Jabari Parker,"$5,374,320","$6,607,266",2017
11936,Lance Stephenson,"$5,371,672","$6,604,010",2017
11937,D'Angelo Russell,"$5,332,800","$6,556,221",2017
11938,Josh Smith,"$5,331,729","$6,554,904",2017
11939,Cody Zeller,"$5,318,313","$6,538,410",2017
11940,PJ Tucker,"$5,300,000","$6,515,896",2017
11941,Brandon Ingram,"$5,281,680","$6,493,373",2017
11942,Kyle Korver,"$5,239,437","$6,441,439",2017
11943,Darren Collison,"$5,229,454","$6,429,166",2017
11944,Larry Sanders,"$5,207,722","$6,402,448",2017
11945,Langston Galloway,"$5,200,000","$6,392,954",2017
11946,Derrick Williams,"$5,020,145","$6,171,838",2017
11947,Jonas Jerebko,"$5,000,000","$6,147,072",2017
11948,Luis Scola,"$5,000,000","$6,147,072",2017
11949,Roy Hibbert,"$5,000,000","$6,147,072",2017
11950,Tony Allen,"$5,000,000","$6,147,072",2017
11951,CJ Watson,"$5,000,000","$6,147,072",2017
11952,Jason Smith,"$5,000,000","$6,147,072",2017
11953,Alexis Ajinca,"$4,863,206","$5,978,895",2017
11954,Mike Dunleavy,"$4,837,500","$5,947,292",2017
11955,Kyle Singler,"$4,837,500","$5,947,292",2017
11956,Joel Embiid,"$4,826,160","$5,933,350",2017
11957,Alex Len,"$4,823,621","$5,930,229",2017
11958,Jahlil Okafor,"$4,788,840","$5,887,468",2017
11959,Jaylen Brown,"$4,743,000","$5,831,112",2017
11960,Marcus Morris,"$4,625,000","$5,686,041",2017
11961,CJ Miles,"$4,583,450","$5,634,959",2017
11962,Jameer Nelson,"$4,540,525","$5,582,186",2017
11963,Nerlens Noel,"$4,384,490","$5,390,355",2017
11964,Aaron Gordon,"$4,351,320","$5,349,575",2017
11965,Greivis Vasquez,"$4,347,826","$5,345,279",2017
11966,Kristaps Porzingis,"$4,317,720","$5,308,267",2017
11967,Dragan Bender,"$4,276,320","$5,257,369",2017
11968,Vince Carter,"$4,264,057","$5,242,293",2017
11969,Devin Harris,"$4,227,996","$5,197,959",2017
11970,Jose Juan Barea,"$4,096,950","$5,036,849",2017
11971,Ben McLemore,"$4,008,882","$4,928,577",2017
11972,Thabo Sefolosha,"$4,000,000","$4,917,657",2017
11973,James Johnson,"$4,000,000","$4,917,657",2017
11974,Udonis Haslem,"$4,000,000","$4,917,657",2017
11975,Jordan Hill,"$4,000,000","$4,917,657",2017
11976,Leandro Barbosa,"$4,000,000","$4,917,657",2017
11977,Dante Exum,"$3,940,320","$4,844,286",2017
11978,Kyle O'Quinn,"$3,918,750","$4,817,767",2017
11979,Mario Hezonja,"$3,909,840","$4,806,813",2017
11980,Kris Dunn,"$3,872,520","$4,760,931",2017
11981,Nemanja Bjelica,"$3,800,000","$4,671,774",2017
11982,Nick Collison,"$3,750,000","$4,610,304",2017
11983,Kentavious Caldwell-Pope,"$3,678,319","$4,522,178",2017
11984,Quincy Pondexter,"$3,617,978","$4,447,994",2017
11985,Marcus Smart,"$3,578,880","$4,399,926",2017
11986,Bojan Bogdanovic,"$3,573,020","$4,392,722",2017
11987,Willie Cauley-Stein,"$3,551,160","$4,365,847",2017
11988,Will Barton,"$3,533,333","$4,343,930",2017
11989,Paul Pierce,"$3,527,920","$4,337,275",2017
11990,Buddy Hield,"$3,517,200","$4,324,096",2017
11991,Mike Miller,"$3,500,000","$4,302,950",2017
11992,Lavoy Allen,"$3,500,000","$4,302,950",2017
11993,Brandon Rush,"$3,500,000","$4,302,950",2017
11994,Anthony Morrow,"$3,488,000","$4,288,197",2017
11995,Trey Burke,"$3,386,597","$4,163,531",2017
11996,Kevin Martin,"$3,336,000","$4,101,326",2017
11997,KJ McDaniels,"$3,333,333","$4,098,047",2017
11998,Mike Scott,"$3,333,333","$4,098,047",2017
11999,Troy Daniels,"$3,332,940","$4,097,564",2017
12000,Julius Randle,"$3,267,120","$4,016,644",2017
12001,Ronnie Price,"$3,251,227","$3,997,104",2017
12002,Emmanuel Mudiay,"$3,241,800","$3,985,515",2017
12003,CJ McCollum,"$3,219,579","$3,958,196",2017
12004,Jamal Murray,"$3,210,840","$3,947,452",2017
12005,Patrick Mills,"$3,200,000","$3,934,126",2017
12006,Michael Carter-Williams,"$3,183,526","$3,913,872",2017
12007,Omri Casspi,"$3,149,524","$3,872,069",2017
12008,Steven Adams,"$3,140,517","$3,860,996",2017
12009,Kelly Olynyk,"$3,094,013","$3,803,824",2017
12010,Shabazz Muhammad,"$3,046,299","$3,745,163",2017
12011,Justin Hamilton,"$3,000,000","$3,688,243",2017
12012,Dante Cunningham,"$3,000,000","$3,688,243",2017
12013,Giannis Antetokounmpo,"$2,995,420","$3,682,612",2017
12014,Nik Stauskas,"$2,993,040","$3,679,686",2017
12015,Stanley Johnson,"$2,969,880","$3,651,213",2017
12016,Quincy Acy,"$2,965,505","$3,645,833",2017
12017,Marquese Chriss,"$2,941,440","$3,616,248",2017
12018,Seth Curry,"$2,898,000","$3,562,842",2017
12019,Zaza Pachulia,"$2,898,000","$3,562,842",2017
12020,Nenê,"$2,898,000","$3,562,842",2017
12021,James Ennis,"$2,898,000","$3,562,842",2017
12022,Dion Waiters,"$2,898,000","$3,562,842",2017
12023,Mindaugas Kuzminskas,"$2,898,000","$3,562,842",2017
12024,Dewayne Dedmon,"$2,898,000","$3,562,842",2017
12025,Tomas Satoransky,"$2,870,813","$3,529,418",2017
12026,Tibor Pleiss,"$2,800,000","$3,442,360",2017
12027,Noah Vonleh,"$2,751,360","$3,382,561",2017
12028,Frank Kaminsky,"$2,730,000","$3,356,301",2017
12029,Dennis Schroeder,"$2,708,582","$3,329,969",2017
12030,Jakob Poeltl,"$2,703,960","$3,324,287",2017
12031,Aaron Brooks,"$2,700,000","$3,319,418",2017
12032,Elfrid Payton,"$2,613,600","$3,213,197",2017
12033,Justise Winslow,"$2,593,440","$3,188,412",2017
12034,Thon Maker,"$2,568,600","$3,157,873",2017
12035,Malcolm Delaney,"$2,500,000","$3,073,536",2017
12036,Randy Foye,"$2,500,000","$3,073,536",2017
12037,Richard Jefferson,"$2,500,000","$3,073,536",2017
12038,Martell Webster,"$2,500,000","$3,073,536",2017
12039,Doug McDermott,"$2,483,040","$3,052,685",2017
12040,Domantas Sabonis,"$2,440,200","$3,000,017",2017
12041,Shelvin Mack,"$2,433,334","$2,991,575",2017
12042,Myles Turner,"$2,380,440","$2,926,547",2017
12043,Tony Snell,"$2,368,327","$2,911,655",2017
12044,Archie Goodwin,"$2,350,999","$2,890,351",2017
12045,Gorgui Dieng,"$2,348,782","$2,887,626",2017
12046,Trey Lyles,"$2,340,600","$2,877,567",2017
12047,Mason Plumlee,"$2,328,530","$2,862,728",2017
12048,Taurean Prince,"$2,318,280","$2,850,126",2017
12049,Dario Saric,"$2,318,280","$2,850,126",2017
12050,Tim Hardaway Jr,"$2,281,605","$2,805,038",2017
12051,Reggie Bullock,"$2,255,644","$2,773,121",2017
12052,Alonzo Gee,"$2,255,408","$2,772,830",2017
12053,Zach LaVine,"$2,240,880","$2,754,970",2017
12054,Devin Booker,"$2,223,600","$2,733,725",2017
12055,Luc Mbah a Moute,"$2,203,000","$2,708,399",2017
12056,Georgios Papagiannis,"$2,202,240","$2,707,465",2017
12057,Maurice Williams,"$2,194,500","$2,697,949",2017
12058,Andre Roberson,"$2,183,072","$2,683,900",2017
12059,TJ Warren,"$2,128,920","$2,617,324",2017
12060,Rudy Gobert,"$2,121,287","$2,607,940",2017
12061,Cameron Payne,"$2,112,480","$2,597,113",2017
12062,Joe Ingles,"$2,100,000","$2,581,770",2017
12063,Denzel Valentine,"$2,092,200","$2,572,180",2017
12064,Tim Frazier,"$2,090,000","$2,569,476",2017
12065,Adreian Payne,"$2,022,240","$2,486,170",2017
12066,Kelly Oubre,"$2,006,640","$2,466,992",2017
12067,Juan Hernangomez,"$1,987,440","$2,443,387",2017
12068,Jusuf Nurkic,"$1,921,320","$2,362,098",2017
12069,Lucas Nogueira,"$1,921,320","$2,362,098",2017
12070,Terry Rozier,"$1,906,440","$2,343,804",2017
12071,James Young,"$1,825,200","$2,243,927",2017
12072,Rashad Vaughn,"$1,811,040","$2,226,518",2017
12073,Kevin Seraphin,"$1,800,000","$2,212,945",2017
12074,Wade Baldwin,"$1,793,760","$2,205,274",2017
12075,Tyler Ennis,"$1,733,880","$2,131,657",2017
12076,Sam Dekker,"$1,720,560","$2,115,281",2017
12077,Joffrey Lauvergne,"$1,709,719","$2,101,953",2017
12078,Henry Ellenson,"$1,704,120","$2,095,069",2017
12079,Gary Harris,"$1,655,880","$2,035,762",2017
12080,Jerian Grant,"$1,643,040","$2,019,977",2017
12081,Malik Beasley,"$1,627,320","$2,000,650",2017
12082,RJ Hunter,"$1,625,240","$1,998,093",2017
12083,Bruno Caboclo,"$1,589,640","$1,954,326",2017
12084,Delon Wright,"$1,577,280","$1,939,130",2017
12085,Jarrett Jack,"$1,571,705","$1,932,275",2017
12086,Caris LeVert,"$1,562,280","$1,920,689",2017
12087,Chris Andersen,"$1,551,659","$1,907,631",2017
12088,James Jones,"$1,551,659","$1,907,631",2017
12089,David West,"$1,551,659","$1,907,631",2017
12090,Raymond Felton,"$1,551,659","$1,907,631",2017
12091,Brandon Bass,"$1,551,659","$1,907,631",2017
12092,Metta World Peace,"$1,551,659","$1,907,631",2017
12093,Jason Terry,"$1,551,659","$1,907,631",2017
12094,Steve Novak,"$1,551,659","$1,907,631",2017
12095,Caron Butler,"$1,551,659","$1,907,631",2017
12096,David Lee,"$1,551,659","$1,907,631",2017
12097,Mitch McGary,"$1,526,040","$1,876,135",2017
12098,Justin Anderson,"$1,514,160","$1,861,530",2017
12099,Marcelo Huertas,"$1,500,000","$1,844,121",2017
12100,DeAndre Bembry,"$1,499,760","$1,843,826",2017
12101,Jordan Adams,"$1,465,080","$1,801,190",2017
12102,Demetrius Jackson,"$1,450,000","$1,782,650",2017
12103,Malachi Richardson,"$1,439,880","$1,770,209",2017
12104,Gerald Green,"$1,410,598","$1,734,209",2017
12105,Sasha Vujacic,"$1,410,598","$1,734,209",2017
12106,Rodney Hood,"$1,406,520","$1,729,195",2017
12107,Bobby Portis,"$1,404,600","$1,726,835",2017
12108,JaVale McGee,"$1,403,611","$1,725,619",2017
12109,Marreese Speights,"$1,403,611","$1,725,619",2017
12110,Michael Beasley,"$1,403,611","$1,725,619",2017
12111,Rondae Hollis-Jefferson,"$1,395,600","$1,715,770",2017
12112,Willy Hernangomez,"$1,375,000","$1,690,444",2017
12113,Deyonta Davis,"$1,369,229","$1,683,349",2017
12114,Nikola Jokic,"$1,358,500","$1,670,159",2017
12115,Shabazz Napier,"$1,350,120","$1,659,856",2017
12116,Tyus Jones,"$1,339,680","$1,647,021",2017
12117,Sasha Kaun,"$1,333,420","$1,639,325",2017
12118,Timothe Luwawu,"$1,326,960","$1,631,383",2017
12119,Alan Anderson,"$1,315,448","$1,617,230",2017
12120,Ty Lawson,"$1,315,448","$1,617,230",2017
12121,Marcus Thornton,"$1,315,448","$1,617,230",2017
12122,Clint Capela,"$1,296,240","$1,593,616",2017
12123,Jarell Martin,"$1,286,160","$1,581,223",2017
12124,Brice Johnson,"$1,273,920","$1,566,175",2017
12125,Jeremy Evans,"$1,227,286","$1,508,843",2017
12126,Luke Babbitt,"$1,227,286","$1,508,843",2017
12127,Jordan Mickey,"$1,223,653","$1,504,376",2017
12128,CJ Wilcox,"$1,209,600","$1,487,099",2017
12129,Larry Nance Jr,"$1,207,680","$1,484,739",2017
12130,Terrence Jones,"$1,207,194","$1,484,141",2017
12131,Pascal Siakam,"$1,196,040","$1,470,428",2017
12132,Kyle Anderson,"$1,192,080","$1,465,560",2017
12133,Josh Huestis,"$1,191,480","$1,464,822",2017
12134,Chris McCullough,"$1,191,480","$1,464,822",2017
12135,Skal Labissiere,"$1,188,840","$1,461,577",2017
12136,Livio Jean-Charles,"$1,188,840","$1,461,577",2017
12137,Kevon Looney,"$1,182,840","$1,454,200",2017
12138,Dejounte Murray,"$1,180,080","$1,450,807",2017
12139,Damian Jones,"$1,171,560","$1,440,332",2017
12140,Hollis Thompson,"$1,131,040","$1,390,516",2017
12141,Isaiah Whitehead,"$1,074,145","$1,320,569",2017
12142,Joseph Young,"$1,052,342","$1,293,764",2017
12143,Rakeem Christmas,"$1,052,342","$1,293,764",2017
12144,Brian Roberts,"$1,050,961","$1,292,066",2017
12145,Pablo Prigioni,"$1,050,961","$1,292,066",2017
12146,Thomas Robinson,"$1,050,961","$1,292,066",2017
12147,John Jenkins,"$1,050,961","$1,292,066",2017
12148,Glenn Robinson III,"$1,050,500","$1,291,499",2017
12149,Montrezl Harrell,"$1,045,000","$1,284,738",2017
12150,Ivica Zubac,"$1,034,865","$1,272,277",2017
12151,Richaun Holmes,"$1,024,000","$1,258,920",2017
12152,Anthony Brown,"$1,023,838","$1,258,720",2017
12153,Mike Muscala,"$1,015,696","$1,248,711",2017
12154,Anthony Bennett,"$1,015,696","$1,248,711",2017
12155,Isaiah Canaan,"$1,015,696","$1,248,711",2017
12156,Ian Clark,"$1,015,696","$1,248,711",2017
12157,Justin Holiday,"$1,015,696","$1,248,711",2017
12158,Robert Covington,"$1,015,696","$1,248,711",2017
12159,Jeff Withey,"$1,015,696","$1,248,711",2017
12160,DeAndre Liggins,"$1,015,695","$1,248,709",2017
12161,Walter Tavares,"$1,006,000","$1,236,790",2017
12162,Joe Harris,"$980,431","$1,205,355",2017
12163,Sean Kilpatrick,"$980,431","$1,205,355",2017
12164,Nick Johnson,"$980,431","$1,205,355",2017
12165,Beno Udrih,"$980,431","$1,205,355",2017
12166,James Michael McAdoo,"$980,431","$1,205,355",2017
12167,JaMychal Green,"$980,431","$1,205,355",2017
12168,Louis Amundson,"$980,431","$1,205,355",2017
12169,Jerami Grant,"$980,431","$1,205,355",2017
12170,Damjan Rudez,"$980,431","$1,205,355",2017
12171,Elton Brand,"$980,000","$1,204,826",2017
12172,Axel Toupane,"$977,534","$1,201,794",2017
12173,Stephen Zimmerman,"$950,000","$1,167,943",2017
12174,Andrew Harrison,"$945,000","$1,161,796",2017
12175,Bobby Brown,"$940,070","$1,155,735",2017
12176,Tyler Ulis,"$918,369","$1,129,056",2017
12177,Jason Thompson,"$893,333","$1,098,276",2017
12178,Raul Neto,"$877,800","$1,079,179",2017
12179,Malcolm Brogdon,"$875,000","$1,075,737",2017
12180,Christian Wood,"$874,636","$1,075,290",2017
12181,Cristiano Felicio,"$874,636","$1,075,290",2017
12182,Jordan McRae,"$874,636","$1,075,290",2017
12183,Salah Mejri,"$874,636","$1,075,290",2017
12184,Darrun Hilliard,"$874,636","$1,075,290",2017
12185,Josh Richardson,"$874,636","$1,075,290",2017
12186,TJ McConnell,"$874,636","$1,075,290",2017
12187,Alan Williams,"$874,636","$1,075,290",2017
12188,Pat Connaughton,"$874,636","$1,075,290",2017
12189,Jonathon Simmons,"$874,636","$1,075,290",2017
12190,Norman Powell,"$874,636","$1,075,290",2017
12191,Paul Zipser,"$750,000","$922,060",2017
12192,Spencer Dinwiddie,"$726,672","$893,381",2017
12193,Ryan Kelly,"$713,305","$876,947",2017
12194,Jonathan Gibson,"$671,346","$825,362",2017
12195,Joel Anthony,"$663,810","$816,097",2017
12196,Troy Williams,"$652,165","$801,780",2017
12197,AJ Hammons,"$650,000","$799,119",2017
12198,Michael Gbinije,"$650,000","$799,119",2017
12199,Georges Niang,"$650,000","$799,119",2017
12200,Briante Weber,"$623,447","$766,474",2017
12201,Donatas Motiejunas,"$607,491","$746,858",2017
12202,Jake Layman,"$600,000","$737,648",2017
12203,Joel Bolomboy,"$600,000","$737,648",2017
12204,John Lucas,"$580,344","$713,483",2017
12205,Gary Payton II,"$578,636","$711,383",2017
12206,Toney Douglas,"$564,868","$694,456",2017
12207,Treveon Graham,"$543,471","$668,151",2017
12208,Kay Felder,"$543,471","$668,151",2017
12209,Nicolas Brussino,"$543,471","$668,151",2017
12210,Dorian Finney-Smith,"$543,471","$668,151",2017
12211,Patrick McCaw,"$543,471","$668,151",2017
12212,Kyle Wiltjer,"$543,471","$668,151",2017
12213,Chinanu Onuaku,"$543,471","$668,151",2017
12214,Diamond Stone,"$543,471","$668,151",2017
12215,Rodney McGruder,"$543,471","$668,151",2017
12216,Cheick Diallo,"$543,471","$668,151",2017
12217,Ron Baker,"$543,471","$668,151",2017
12218,Marshall Plumlee,"$543,471","$668,151",2017
12219,Maurice Ndour,"$543,471","$668,151",2017
12220,Semaj Christon,"$543,471","$668,151",2017
12221,Derrick Jones,"$543,471","$668,151",2017
12222,Tim Quarterman,"$543,471","$668,151",2017
12223,Davis Bertans,"$543,471","$668,151",2017
12224,Bryn Forbes,"$543,471","$668,151",2017
12225,Fred VanVleet,"$543,471","$668,151",2017
12226,Daniel Ochefu,"$543,471","$668,151",2017
12227,Sheldon Mac,"$543,471","$668,151",2017
12228,Danuel House,"$543,471","$668,151",2017
12229,Chasson Randle,"$541,170","$665,321",2017
12230,Arinze Onuaku,"$426,775","$524,683",2017
12231,Yogi Ferrell,"$409,300","$503,198",2017
12232,Johnny O'Bryant,"$392,169","$482,137",2017
12233,Aaron Harrison,"$365,289","$449,091",2017
12234,Okaro White,"$310,995","$382,341",2017
12235,Isaiah Taylor,"$305,000","$374,971",2017
12236,Norris Cole,"$288,131","$354,232",2017
12237,Ben Bentil,"$281,968","$346,654",2017
12238,Jarell Eddie,"$277,898","$341,651",2017
12239,Elliot Williams,"$250,000","$307,353",2017
12240,Yi Jianlian,"$250,000","$307,353",2017
12241,Lamar Patterson,"$242,963","$298,702",2017
12242,Jordan Crawford,"$234,920","$288,814",2017
12243,Nicolas Laprovittola,"$204,601","$251,539",2017
12244,Reggie Williams,"$193,307","$237,654",2017
12245,Pierre Jackson,"$191,810","$235,812",2017
12246,Brandon Paul,"$155,000","$190,559",2017
12247,Shawn Long,"$154,512","$189,959",2017
12248,Robbie Hummel,"$150,000","$184,412",2017
12249,Jarnell Stokes,"$150,000","$184,412",2017
12250,Mike Tobey,"$138,937","$170,811",2017
12251,Patricio Garino,"$131,968","$162,242",2017
12252,Jarrod Uthoff,"$129,920","$159,724",2017
12253,Marcus Paige,"$125,000","$153,676",2017
12254,Ray McCallum,"$119,493","$146,906",2017
12255,Manny Harris,"$119,493","$146,906",2017
12256,Wayne Selden,"$115,087","$141,488",2017
12257,Egidijus Mockevicius,"$100,000","$122,941",2017
12258,Stefan Jankovic,"$100,000","$122,941",2017
12259,JP Tokoto,"$100,000","$122,941",2017
12260,Isaiah Cousins,"$100,000","$122,941",2017
12261,Quinn Cook,"$95,904","$117,904",2017
12262,Marcus Georges-Hunt,"$88,936","$109,337",2017
12263,Jordan Farmar,"$82,976","$102,011",2017
12264,Prince Ibeh,"$77,250","$94,972",2017
12265,Keith Benson,"$75,000","$92,206",2017
12266,Kaleb Tarczewski,"$75,000","$92,206",2017
12267,Ryan Arcidiacono,"$75,000","$92,206",2017
12268,Henry Sims,"$75,000","$92,206",2017
12269,Quincy Ford,"$75,000","$92,206",2017
12270,Alex Poythress,"$73,743","$90,659",2017
12271,David Nwaba,"$73,528","$90,396",2017
12272,Gary Neal,"$72,193","$88,755",2017
12273,Kyle Collinsworth,"$70,000","$86,059",2017
12274,Thomas Walkup,"$69,500","$85,444",2017
12275,James Webb,"$65,000","$79,911",2017
12276,Zach Auguste,"$60,000","$73,764",2017
12277,Brady Heslip,"$56,500","$69,461",2017
12278,Matt Costello,"$50,000","$61,470",2017
12279,Damion Lee,"$50,000","$61,470",2017
12280,Nate Wolters,"$50,000","$61,470",2017
12281,DJ Kennedy,"$50,000","$61,470",2017
12282,Scott Wood,"$50,000","$61,470",2017
12283,Elgin Cook,"$50,000","$61,470",2017
12284,Julyan Stone,"$50,000","$61,470",2017
12285,Alex Caruso,"$50,000","$61,470",2017
12286,Anthony Barber,"$50,000","$61,470",2017
12287,Dionte Christmas,"$50,000","$61,470",2017
12288,EJ Singler,"$50,000","$61,470",2017
12289,Beau Beech,"$45,000","$55,323",2017
12290,Phil Pressey,"$35,000","$43,029",2017
12291,Nikola Jovanovic,"$30,000","$36,882",2017
12292,Jalen Jones,"$25,000","$30,735",2017
12293,Nick Zeisloft,"$25,000","$30,735",2017
12294,Tony Wroten,"$25,000","$30,735",2017
12295,Dahntay Jones,"$24,022","$29,532",2017
12296,Stephen Curry,"$34,682,550","$41,953,914",2018
12297,LeBron James,"$33,285,709","$40,264,218",2018
12298,Paul Millsap,"$30,769,231","$37,220,149",2018
12299,Gordon Hayward,"$29,727,900","$35,960,497",2018
12300,Blake Griffin,"$29,512,900","$35,700,422",2018
12301,Kyle Lowry,"$28,903,704","$34,963,505",2018
12302,Mike Conley,"$28,530,608","$34,512,187",2018
12303,James Harden,"$28,299,399","$34,232,504",2018
12304,Russell Westbrook,"$28,299,399","$34,232,504",2018
12305,DeMar DeRozan,"$27,739,975","$33,555,794",2018
12306,Al Horford,"$27,734,405","$33,549,057",2018
12307,Carmelo Anthony,"$26,243,760","$31,745,891",2018
12308,Damian Lillard,"$26,153,057","$31,636,171",2018
12309,Jrue Holiday,"$25,686,667","$31,072,000",2018
12310,Chris Bosh,"$25,289,390","$30,591,432",2018
12311,Kevin Durant,"$25,000,000","$30,241,370",2018
12312,Otto Porter,"$24,773,250","$29,967,081",2018
12313,Chris Paul,"$24,268,959","$29,357,063",2018
12314,CJ McCollum,"$23,962,573","$28,986,442",2018
12315,Andre Drummond,"$23,775,506","$28,760,155",2018
12316,Hassan Whiteside,"$23,775,506","$28,760,155",2018
12317,Anthony Davis,"$23,775,506","$28,760,155",2018
12318,Bradley Beal,"$23,775,506","$28,760,155",2018
12319,Dwight Howard,"$23,500,000","$28,426,888",2018
12320,Harrison Barnes,"$23,112,004","$27,957,547",2018
12321,Chandler Parsons,"$23,112,004","$27,957,547",2018
12322,JJ Redick,"$23,000,000","$27,822,061",2018
12323,Kevin Love,"$22,642,350","$27,389,428",2018
12324,DeAndre Jordan,"$22,642,350","$27,389,428",2018
12325,Brook Lopez,"$22,642,350","$27,389,428",2018
12326,Marc Gasol,"$22,642,350","$27,389,428",2018
12327,Giannis Antetokounmpo,"$22,471,911","$27,183,255",2018
12328,Steven Adams,"$22,471,911","$27,183,255",2018
12329,Nicolas Batum,"$22,434,783","$27,138,343",2018
12330,LaMarcus Aldridge,"$21,461,010","$25,960,414",2018
12331,Greg Monroe,"$21,384,175","$25,867,470",2018
12332,Rudy Gobert,"$21,224,719","$25,674,583",2018
